Khalid Jamal;935875156;5 November 2001;0527702040;S99D29;Volkswagen;2011;01 January 2012;02 January 2012;126
Awwad Nassar;627663192;28 November 1980;0588005743;K29R68;Mercedes;2012;01 January 2012;31 January 2012;3900
Zeyad Jamal;956598489;29 April 1987;0596880253;K97Y28;Hyundai;2012;01 January 2012;10 January 2012;702
Abdul_Kreem Alzeer;527877757;4 December 1978;0571405626;C60V40;Nissan;2012;01 January 2012;11 January 2012;1050
Saba Abdullah;815917802;23 July 1976;0550676485;W20Z26;Hyundai;2010;01 January 2012;10 March 2012;4761
Salam Khalaf;982993793;14 July 1996;0525864066;J76O27;Kia;2011;01 January 2012;01 February 2012;2449
Khalid Nassar;404762946;14 March 1994;0531385776;I15D78;BMW;2010;01 January 2012;01 February 2012;4092
Sana Khalid;923847729;16 January 1983;0585324498;M24F11;Volkswagen;2012;01 January 2012;09 January 2012;1248
Mariam Mohammad;595553427;4 December 1987;0534514686;E89O81;Ford;2012;01 January 2012;08 February 2012;2394
Nassar Jaber;885064823;6 November 1988;0527388813;S91Q48;Honda;2012;01 January 2012;04 January 2012;360
Abdul_Kreem Jaber;125595438;29 December 1971;0583785095;K28W65;Mitsubishi;2011;01 January 2012;01 March 2012;7200
Razan Tariq;432683695;7 February 1993;0567477856;V48R73;Nissan;2010;01 January 2012;04 February 2012;3927
Jaber Suleiman;357957840;28 August 1982;0557633133;O18S21;Honda;2011;01 January 2012;08 January 2012;766
Saba Amer;316071474;16 October 1974;0588496097;B69J60;Mitsubishi;2012;01 January 2012;15 February 2012;4995
Khalid Alzeer;151862497;14 April 1995;0552920033;J31R41;Mercedes;2011;01 January 2012;28 February 2012;7540
Tariq Awwad;645808442;24 August 1971;0527156375;N79K31;Hyundai;2012;01 January 2012;12 February 2012;3276
Mohammad Alzeer;358225752;17 May 1978;0523812397;R69N50;Hyundai;2012;01 January 2012;30 January 2012;1972
Zeyad Tariq;380074810;13 September 1983;0567250949;Q46M97;Mitsubishi;2015;15 April 2020;01 June 2020;5640
Mariam Abedlrahman;899558496;7 August 1977;0513447137;T21G80;Mazda;2010;01 January 2012;30 January 2012;2958
Haneen Salem;847717936;14 April 1999;0582471857;K30A23;Kia;2011;01 January 2012;10 January 2012;711
Abdullah Abdallah;998176969;8 August 1990;0582528686;T73H57;Honda;2010;01 January 2012;15 March 2012;8214
Aseel Khalid;945757368;9 April 1992;0571198770;K77O54;Hyundai;2010;01 January 2012;28 January 2012;1755
Zeyad Salem;858198816;3 March 1978;0566502682;W13Y18;Honda;2012;01 January 2012;24 February 2012;5103
Sana Oday;520603164;28 November 1985;0562366010;Z62R84;Volkswagen;2012;01 January 2012;12 February 2012;6468
Salam Abdullah;381920141;1 March 1988;0526646494;N84P96;Mazda;2011;01 January 2012;16 February 2012;4416
Amer Zeyad;414996077;5 February 1992;0536774150;Y70C91;Ford;2012;01 January 2012;18 January 2012;1173
Abdallah Abdullah;948137218;16 October 1975;0571143812;Q46S69;Audi;2011;01 January 2012;27 February 2012;8208
Nassar Suleiman;558178796;13 July 2000;0574557047;Z66L41;Ford;2012;01 January 2012;31 January 2012;2010
Khalid Salem;529355502;11 October 1993;0531473707;R90E79;Hyundai;2011;01 January 2012;04 February 2012;2074
Abdullah ABEDLRAHMAN;303489970;26 September 1972;0511570891;V10T20;Ford;2016;21 January 2017;13 February 2017;1610
Nassar Salem;230317498;28 June 1981;0513649715;P73J41;Kia;2012;01 January 2012;10 March 2012;4554
Salam Abedlrahman;214269590;10 February 1971;0593487102;S99D29;Volkswagen;2011;03 January 2012;14 January 2012;1606
Abdullah Jamal;761904552;19 June 1999;0541343672;S91Q48;Honda;2012;05 January 2012;30 January 2012;2737
Mohammad Khalaf;381560224;2 December 1990;0594510539;D22K94;Volkswagen;2010;05 January 2012;06 January 2012;158
Abdullah Tariq;857368646;4 May 1995;0520361672;D22K94;Volkswagen;2010;07 January 2012;18 March 2012;9514
Zeyad Nassar;663384975;5 May 1999;0528888765;O18S21;Honda;2011;09 January 2012;18 March 2012;7659
Saba Nassar;278249913;4 March 1995;0578955503;M24F11;Volkswagen;2012;10 January 2012;04 March 2012;7992
Aseel Salem;286056577;29 June 1974;0536597577;K97Y28;Hyundai;2012;11 January 2012;03 March 2012;3744
Mohammad Mohammad;516322276;12 April 1996;0563616775;K30A23;Kia;2011;11 January 2012;04 March 2012;4187
Abdul_Kreem Salem;544845541;12 August 1997;0589316864;C60V40;Nissan;2012;12 January 2012;23 March 2012;7348
Jaber Abdallah;480044703;19 March 1987;0579179048;S99D29;Volkswagen;2011;15 January 2012;29 January 2012;2184
Razan Abdul_Kreem;264716075;23 March 1987;0531493495;Y70C91;Ford;2012;19 January 2012;26 January 2012;532
Razan Awwad;757028450;28 October 1970;0528152174;Y70C91;Ford;2012;27 January 2012;25 March 2012;4350
Khalid Amer;567430155;13 December 1976;0562263584;K77O54;Hyundai;2010;29 January 2012;04 April 2012;4488
Sana Suleiman;655594743;19 February 1993;0562059248;S99D29;Volkswagen;2011;30 January 2012;26 March 2012;8624
Jaber Amer;447799226;29 June 1988;0543734380;R69N50;Hyundai;2012;31 January 2012;09 February 2012;720
Abedlrahman Suleiman;172727813;23 November 1989;0511013683;T21G80;Mazda;2010;31 January 2012;10 April 2012;7245
Oday Suleiman;599817756;13 April 1985;0595100295;S91Q48;Honda;2012;31 January 2012;07 April 2012;7738
Sana Salem;601540153;28 June 1996;0542066555;K29R68;Mercedes;2012;01 February 2012;22 March 2012;8000
Abdullah Abedlrahman;303489970;26 September 1972;0511570891;Z66L41;Ford;2012;01 February 2012;25 February 2012;1656
Mohammad Amer;129937483;25 July 1996;0546151109;J76O27;Kia;2011;02 February 2012;20 March 2012;2867
Salam Salem;784552647;23 September 1971;0548946900;I15D78;BMW;2010;02 February 2012;13 April 2012;8520
Ahmad Khalaf;956355425;27 August 1991;0537373264;V48R73;Nissan;2010;05 February 2012;16 February 2012;990
Jaber Mohammad;954770636;4 December 1974;0576392919;R90E79;Hyundai;2011;05 February 2012;04 April 2012;4543
Khalid Awwad;226761086;24 August 1973;0598568085;E89O81;Ford;2012;09 February 2012;18 February 2012;540
Suleiman Suleiman;245566138;14 October 2001;0535172087;R69N50;Hyundai;2012;10 February 2012;25 March 2012;2728
Oday Zeyad;503637535;20 August 1976;0540893773;N79K31;Hyundai;2012;13 February 2012;24 February 2012;726
Zeyad Awwad;783034939;5 August 1991;0559185161;Z62R84;Volkswagen;2012;13 February 2012;25 February 2012;1584
Jamal Abdul_Kreem;611681829;13 December 1975;0575891589;B69J60;Mitsubishi;2012;16 February 2012;22 February 2012;702
Khalid Suleiman;503664076;16 January 1993;0527848966;N84P96;Mazda;2011;17 February 2012;21 February 2012;372
Salma Khalaf;184573488;5 June 1980;0566077236;V48R73;Nissan;2010;17 February 2012;26 March 2012;4104
Saba Khalaf;679096026;18 May 1998;0563439645;E89O81;Ford;2012;19 February 2012;04 March 2012;1120
