Abdul_Kreem Khalid;711181888;18 October 1979;0581628253;C65F73;Ford;2010;01 January 2012;12 February 2012;3150
Abdul_Kreem Tariq;414674454;9 December 1974;0516079269;T91U81;Mazda;2012;01 January 2012;20 January 2012;2052
Salma Abedlrahman;573688434;22 April 1989;0516705160;I24U71;BMW;2010;01 January 2012;06 January 2012;600
Nassar Salem;393071877;15 September 1986;0538929157;H14W18;Kia;2011;01 January 2012;20 March 2012;4819
Jaber Suleiman;378203280;9 September 2002;0538242420;S22H88;Volkswagen;2010;01 January 2012;09 February 2012;5382
Abdallah Jaber;677939904;13 November 1978;0594170194;D76M66;Audi;2010;01 January 2012;20 March 2012;10902
Abdul_Kreem Nassar;937495264;7 April 1977;0533926001;H71G80;Volkswagen;2011;01 January 2012;02 January 2012;156
Abedlrahman Khalid;232613743;20 November 1984;0595382671;B84H82;BMW;2011;01 January 2012;04 January 2012;426
Amer Zeyad;557959184;8 April 1983;0553211205;K21A19;Hyundai;2011;01 January 2012;02 March 2012;4697
Nassar Khalid;120478839;23 November 1975;0518172537;G38F43;Honda;2011;01 January 2012;13 February 2012;4386
Zeyad Khalid;707980676;7 July 1973;0563555133;J96W89;Kia;2010;01 January 2012;16 March 2012;4950
Mohammad Khalid;293113579;19 November 1993;0586201141;M98X96;Mazda;2012;01 January 2012;07 January 2012;666
Abdullah Zeyad;102385714;16 December 1988;0511462323;M82C50;Hyundai;2011;01 January 2012;21 February 2012;3111
Ahmad Jaber;877033941;22 April 1970;0539398945;J79R20;Mercedes;2011;01 January 2012;07 January 2012;816
Nassar Abdallah;545028272;16 July 1987;0583119528;R39Y93;Audi;2011;01 January 2012;05 February 2012;4690
Abdullah Abdullah;167118894;16 March 1978;0524480432;Q85P87;Mazda;2011;01 January 2012;26 February 2012;5712
Haneen Abdul_Kreem;280117981;11 March 1989;0544853526;I82I11;Hyundai;2012;01 January 2012;26 January 2012;1950
Khalid Zeyad;789315579;26 October 1989;0529656862;N37Y74;Mazda;2010;01 January 2012;24 January 2012;2691
Oday Abdullah;725986077;15 March 1994;0535555111;L12Q95;Honda;2010;01 January 2012;15 March 2012;8547
Jamal Khalaf;949187037;2 March 1975;0579712256;S82I21;Volkswagen;2011;01 January 2012;17 January 2012;2464
Nassar Jaber;616755794;9 February 1986;0591811647;X57N76;BMW;2010;02 January 2012;11 March 2012;8556
Salma Abdullah;384919864;2 May 1978;0516682175;D36X65;Mazda;2012;02 January 2012;01 February 2012;3510
Awwad Amer;304636048;16 July 1975;0540008654;G89F26;Kia;2010;02 January 2012;20 February 2012;3675
Salma Jamal;237511447;14 July 1987;0526441747;P88J57;Mercedes;2010;02 January 2012;12 January 2012;1560
Mariam Nassar;587659549;6 July 1978;0572002851;T28D79;Honda;2011;02 January 2012;04 March 2012;6045
Aseel Oday;626343835;27 February 1992;0532071266;W39E80;Kia;2011;02 January 2012;01 March 2012;4307
Mohammad Tariq;966065550;7 September 1990;0566613846;H71G80;Volkswagen;2011;03 January 2012;29 February 2012;6954
Suleiman Khalid;914795349;14 February 1986;0568780150;B84H82;BMW;2011;05 January 2012;22 February 2012;5952
Oday Oday;194413726;1 September 1991;0552858979;I24U71;BMW;2010;07 January 2012;07 March 2012;9480
Amer Jamal;725413492;16 November 1973;0520970801;M98X96;Mazda;2012;08 January 2012;26 March 2012;7371
Ahmad Zeyad;682742951;6 June 1973;0520733906;J79R20;Mercedes;2011;08 January 2012;21 February 2012;6512
Zeyad Nassar;906818921;16 December 1983;0511452087;P88J57;Mercedes;2010;13 January 2012;04 February 2012;3036
Salma Zeyad;858246804;11 April 1985;0579639504;S82I21;Volkswagen;2011;18 January 2012;20 January 2012;284
Khalid Khalaf;898077539;28 July 1982;0573976613;T91U81;Mazda;2012;21 January 2012;23 February 2012;3415
Nassar Oday;418011825;12 March 1980;0575693041;S82I21;Volkswagen;2011;21 January 2012;19 March 2012;9164
Abdallah Awwad;559283784;23 October 1996;0572993741;N37Y74;Mazda;2010;25 January 2012;11 April 2012;7276
Salma Tariq;616061761;8 September 1978;0547504093;I82I11;Hyundai;2012;27 January 2012;03 April 2012;4623
