Abdullah Mohammad;644310426;2 August 1978;0550177984;Y51O99;Nissan;2010;01 January 2012;17 March 2012;8550
Sana Zeyad;937135885;1 August 1988;0522967164;U30M87;BMW;2012;01 January 2012;30 January 2012;3886
Amer Khalid;983277574;6 September 1994;0546747691;S55O86;Audi;2012;01 January 2012;10 February 2012;4800
Sana Abdul_Kreem;631108887;21 December 1984;0540720467;P89D78;BMW;2012;01 January 2012;16 January 2012;2040
Nassar Awwad;538334694;19 August 1972;0575032465;Z58Q90;Ford;2011;01 January 2012;13 January 2012;936
Razan Khalaf;114759249;29 November 1991;0562111068;O83H42;Hyundai;2010;01 January 2012;16 February 2012;2898
Jaber Abdullah;966555610;3 October 1995;0568215835;P12J24;Volkswagen;2011;01 January 2012;24 January 2012;3082
Mohammad Tariq;717777579;25 January 1988;0562081237;H83O92;Hyundai;2012;01 January 2012;22 January 2012;1428
Abdul_Kreem Alzeer;172633222;23 April 1977;0564819528;L61X74;Audi;2012;01 January 2012;13 January 2012;1728
Salem Nassar;208081966;18 March 1997;0528563956;U58Q74;Hyundai;2012;01 January 2012;29 January 2012;1820
Oday Awwad;652763931;25 February 1970;0580154618;U73O61;Nissan;2010;01 January 2012;08 January 2012;682
Jaber Oday;727185580;12 February 1996;0565390223;S40Y13;Honda;2012;01 January 2012;03 January 2012;237
Zeyad Abdullah;707523462;29 March 1999;0586625504;S76H16;Mazda;2011;01 January 2012;10 February 2012;4380
Amer Ahmad;236615720;2 December 2000;0587206815;Y44M59;Mercedes;2012;01 January 2012;06 March 2012;9230
Abedlrahman Jaber;537859006;15 June 1982;0571060173;Z78S10;Mitsubishi;2010;01 January 2012;20 February 2012;4800
Mohammad Zeyad;256784920;20 September 1998;0599452711;P35T71;Mercedes;2012;01 January 2012;17 January 2012;2464
Salam Abdullah;481402197;3 December 1980;0599676652;Y55K24;BMW;2011;01 January 2012;18 February 2012;6144
Awwad Khalaf;827148845;18 April 1979;0586001666;M37U15;Honda;2010;01 January 2012;21 February 2012;5508
Zeyad Jamal;602676518;28 August 1985;0577755432;M54T67;Mercedes;2010;01 January 2012;03 February 2012;4356
Ahmad Abedlrahman;567896413;13 December 1980;0599550416;G96C76;Mercedes;2012;01 January 2012;06 February 2012;5616
Razan Ahmad;312372901;9 May 1988;0559745631;Y35A95;Nissan;2010;01 January 2012;27 February 2012;6070
Abdul_Kreem Mohammad;625454910;18 January 1997;0564994715;J47H47;BMW;2012;01 January 2012;07 January 2012;720
Ahmad Khalaf;227282480;11 August 1996;0536540744;P61W98;Honda;2012;01 January 2012;21 March 2012;9000
Abdallah Oday;775186379;7 September 1982;0548747808;T84Q10;Mercedes;2010;01 January 2012;09 February 2012;5382
Amer Awwad;406434885;12 September 1988;0532805009;K37E98;Volkswagen;2012;01 January 2012;09 January 2012;1184
Awwad Jamal;771683915;17 August 1976;0573425561;M92L51;Audi;2012;01 January 2012;08 February 2012;5548
