Awwad Abedlrahman;216704623;16 August 1972;0515332577;E55P25;Mercedes;2011;01 January 2012;20 March 2012;9638
Saba Abdullah;588960165;21 July 1971;0528584845;O87Q24;Nissan;2012;01 January 2012;14 March 2012;7884
Abdallah Khalid;321229257;28 September 1989;0599153563;B12N32;Nissan;2012;01 January 2012;03 January 2012;180
Salem Jaber;506244294;17 August 1993;0525223127;O36L59;BMW;2010;01 January 2012;05 January 2012;568
Haneen Salem;323325800;9 June 1994;0548147560;I83R75;Honda;2011;01 January 2012;02 March 2012;6954
Jaber Tariq;932170848;17 May 1970;0566457315;F83V22;Honda;2012;01 January 2012;13 March 2012;7128
Sana Abdul_Kreem;470259501;7 April 1987;0524500328;J18W33;Ford;2011;01 January 2012;17 January 2012;1280
Awwad Suleiman;591451326;5 November 1993;0566520274;S55Z62;Honda;2012;01 January 2012;29 January 2012;3234
Saba Mohammad;596697845;3 November 1990;0575085343;F27P40;Volkswagen;2010;01 January 2012;11 March 2012;9520
Jaber Abdul_Kreem;165102475;22 May 1978;0594624717;K85A57;Kia;2011;01 January 2012;07 February 2012;2738
Oday Khalid;785356989;13 May 1983;0598915665;P78X95;Ford;2011;02 January 2012;01 March 2012;3835
Amer Tariq;322930813;14 August 1989;0589409182;J43M51;Mercedes;2012;02 January 2012;21 February 2012;6100
Abedlrahman Oday;817346676;10 June 1991;0511176663;K65U19;Volkswagen;2012;02 January 2012;28 January 2012;3328
Zeyad Jaber;117173249;18 July 1987;0589644423;V75X17;Mazda;2010;02 January 2012;25 January 2012;2139
Abedlrahman Abdullah;747735061;15 January 1987;0591963168;I31B78;Volkswagen;2011;02 January 2012;04 February 2012;4488
Aseel Abedlrahman;850499674;6 August 1970;0552774872;X78M43;Mercedes;2010;02 January 2012;21 January 2012;2660
Tariq Abdullah;128526563;7 June 1971;0551652877;A59F48;Mazda;2010;02 January 2012;12 February 2012;4797
Jamal Abedlrahman;382484867;1 April 1973;0517269151;Y54P33;Ford;2012;02 January 2012;13 February 2012;3150
Salam Suleiman;663928248;13 September 1986;0588737227;A28L56;Kia;2012;02 January 2012;16 February 2012;3240
Mohammad Ahmad;849376219;16 March 1986;0544620654;A59Q58;BMW;2012;02 January 2012;18 January 2012;1952
Nassar Tariq;121215163;22 December 1987;0545166489;X66W66;Mercedes;2011;02 January 2012;04 March 2012;8556
Abdullah Oday;712552438;10 April 1984;0551453239;I32J53;Mercedes;2012;02 January 2012;22 January 2012;3000
Sana Salem;531138120;1 August 1989;0578726660;W77N46;Honda;2011;02 January 2012;06 February 2012;3307
Jaber Jaber;453958052;26 November 1972;0544618528;M69I26;Ford;2012;02 January 2012;03 March 2012;4758
Amer Zeyad;259690541;25 March 1979;0521323543;Z27S15;Ford;2010;02 January 2012;01 February 2012;2190
Abdullah Ahmad;334956840;27 July 1974;0517180625;L87V23;Mitsubishi;2010;02 January 2012;26 February 2012;5362
Amer Amer;756720453;6 September 1986;0575330492;C65T80;Ford;2011;02 January 2012;06 February 2012;2555
Amer Khalid;154396438;21 May 1986;0574594781;U41W76;Mitsubishi;2010;02 January 2012;06 March 2012;6528
Tariq Oday;304116778;25 September 1996;0581410040;F13S45;BMW;2012;02 January 2012;11 February 2012;4800
