Khalid Salem;830690191;27 June 1971;0545720729;W23W14;Honda;2010;01 January 2012;12 March 2012;7135
Zeyad Salem;491949621;13 February 1987;0511235417;T86B73;Mazda;2011;01 January 2012;20 March 2012;8887
Amer Abdul_Kreem;450363690;22 June 1972;0574981145;R83K53;Nissan;2012;01 January 2012;19 March 2012;8073
Abdul_Kreem Suleiman;786027179;22 July 1997;0560529334;E22D16;Volkswagen;2010;01 January 2012;04 January 2012;366
Awwad Jaber;451152796;16 February 1974;0525618202;W10R15;Ford;2010;01 January 2012;12 February 2012;2604
Abdallah Abdullah;747408360;27 November 1970;0553537670;J99M59;Mercedes;2010;01 January 2012;21 February 2012;6630
Haneen Abdul_Kreem;678192265;29 August 1990;0530864503;J99D64;BMW;2010;01 January 2012;22 January 2012;3276
Sana Abedlrahman;473545154;8 June 1986;0572313054;G73S90;Kia;2010;01 January 2012;23 February 2012;4028
Suleiman Ahmad;873161015;16 September 1986;0540996873;T85D67;Kia;2010;01 January 2012;23 January 2012;1496
Salam Mohammad;204236688;28 October 1985;0552529340;Y82F96;Nissan;2012;01 January 2012;18 January 2012;1785
Tariq Abdul_Kreem;402837107;19 March 1981;0523865500;T97W30;Mazda;2010;01 January 2012;10 March 2012;7245
Zeyad Nassar;152340868;5 October 1985;0581403930;D65A63;Mazda;2012;01 January 2012;20 January 2012;1995
Oday Zeyad;104485538;24 October 1981;0544610871;O21K16;Kia;2012;01 January 2012;09 January 2012;552
Jaber Salem;334893004;2 January 1973;0560187933;N92U68;Hyundai;2010;01 January 2012;09 January 2012;560
Saba Mohammad;840638881;22 February 1983;0550099617;M31R62;Nissan;2010;01 January 2012;27 February 2012;6156
Nassar Tariq;603539806;28 June 1970;0597834330;I91X15;Mercedes;2011;02 January 2012;03 January 2012;150
Saba Ahmad;900357302;1 January 1997;0561819514;D24Q95;Nissan;2010;02 January 2012;14 February 2012;5160
Jaber Nassar;169460888;19 August 1989;0580349022;O70S13;Hyundai;2012;02 January 2012;14 March 2012;4320
Ahmad Abedlrahman;996762830;11 September 2001;0517782741;N39L81;Kia;2010;02 January 2012;20 January 2012;1368
Amer Ahmad;326574785;1 March 1975;0510625076;Z33S56;Audi;2011;02 January 2012;05 January 2012;396
Mohammad Nassar;548800863;9 July 1977;0531828775;K37O11;BMW;2012;02 January 2012;24 February 2012;8268
Salem Amer;432206824;13 July 2000;0586924193;I60T63;Audi;2012;02 January 2012;24 February 2012;6890
Salam Ahmad;447560491;15 September 1998;0572576440;V10B76;Honda;2010;02 January 2012;20 February 2012;5880
Abdallah Jaber;544350593;14 September 1973;0519452194;F43A44;Ford;2012;02 January 2012;18 February 2012;3149
Mohammad Zeyad;312649781;11 August 1999;0556224482;Y89H35;Volkswagen;2010;02 January 2012;16 January 2012;1708
Tariq Suleiman;257143481;6 August 1995;0518514228;G11F44;Volkswagen;2010;02 January 2012;04 March 2012;9300
Razan Awwad;773538968;25 May 1994;0585220790;T65M52;Nissan;2012;02 January 2012;07 March 2012;6142
Mariam Abdallah;866177419;27 May 2002;0569188645;M29Q89;Mercedes;2010;02 January 2012;14 January 2012;1920
Abdallah Mohammad;548987930;10 April 1995;0533546119;W73A87;Nissan;2011;02 January 2012;12 February 2012;4920
Jaber Awwad;332840724;12 May 1984;0547686078;W47L61;Audi;2011;02 January 2012;19 January 2012;2346
Jaber Khalid;801206362;16 June 1985;0547846760;H38N62;Volkswagen;2012;02 January 2012;12 February 2012;5658
Saba Khalaf;175897853;11 August 2000;0553303276;H83A57;Hyundai;2011;02 January 2012;18 March 2012;5092
Tariq Awwad;805256635;1 July 1998;0564652823;D99Z59;Audi;2012;02 January 2012;15 March 2012;10804
Mariam Ahmad;409830714;19 October 1978;0588812564;T46S93;Kia;2011;02 January 2012;28 January 2012;1950
Razan Abdullah;977144595;9 December 1973;0593022298;K69O62;Volkswagen;2012;02 January 2012;01 February 2012;3900
Amer Abdullah;889694412;28 August 1989;0556430554;N55V15;BMW;2012;02 January 2012;23 February 2012;6552
Awwad Mohammad;437027815;19 February 1992;0513688190;I91X15;Mercedes;2011;04 January 2012;08 February 2012;4480
Salem Jaber;332866017;19 October 1987;0517406423;E22D16;Volkswagen;2010;05 January 2012;10 January 2012;660
Razan Abedlrahman;640363596;24 October 1987;0583640308;Z33S56;Audi;2011;06 January 2012;20 February 2012;5760
Tariq Alzeer;516608211;13 September 1999;0572199907;O21K16;Kia;2012;10 January 2012;12 February 2012;2277
