Ahmad Salem;758422785;14 July 1994;0561711470;J78Y63;Ford;2010;01 January 2012;30 January 2012;2262
Jamal Khalaf;472314063;4 April 1976;0565050285;E74N20;Mercedes;2010;01 January 2012;19 March 2012;11856
Abedlrahman Abedlrahman;522343884;26 June 1979;0572441449;O50Y78;BMW;2010;01 January 2012;03 March 2012;8928
Abdullah Khalaf;589240408;18 July 1971;0556022314;G28Z73;Honda;2012;01 January 2012;20 February 2012;4575
Suleiman Jamal;843303980;8 March 2002;0526368371;E67P96;Volkswagen;2010;01 January 2012;04 January 2012;420
Ahmad Jamal;388507131;12 September 1971;0571957213;S32I74;Ford;2010;01 January 2012;19 February 2012;3822
Ahmad Abdallah;481180991;9 May 1994;0538390500;Q89Z15;Hyundai;2012;01 January 2012;10 March 2012;5313
Haneen Salem;598739979;10 December 2000;0594902947;Z58C26;Mercedes;2011;01 January 2012;23 February 2012;8374
Razan Abdullah;684984793;11 January 2001;0583021941;W85P38;Mazda;2010;01 January 2012;13 January 2012;1404
Awwad Ahmad;576303452;26 May 1988;0581824247;H92D12;Mazda;2011;01 January 2012;09 February 2012;3568
Salam Abdul_Kreem;436750583;27 February 1998;0532185007;S60E32;Volkswagen;2010;01 January 2012;14 February 2012;6688
Mariam Awwad;559514984;11 April 1979;0563842097;E56H44;Volkswagen;2011;01 January 2012;31 January 2012;4440
Khalid Khalaf;229763787;2 June 1993;0563935438;B46P94;BMW;2011;01 January 2012;19 March 2012;12168
Sana Jamal;904534981;6 October 1982;0561210158;U15W97;Hyundai;2011;01 January 2012;26 February 2012;3528
Mariam Abdullah;489762182;9 August 1979;0561965621;S50N14;Volkswagen;2010;01 January 2012;16 January 2012;1950
Salam Awwad;425280898;1 December 1998;0563370846;W16U26;BMW;2010;01 January 2012;26 February 2012;7840
Amer Mohammad;273357142;;0547956698;W93Y73;Audi;2010;01 January 2012;08 February 2012;4788
Zeyad Mohammad;575912224;8 May 1970;0586250041;A51M97;Hyundai;2011;01 January 2012;10 January 2012;621
Khalid Awwad;648868720;11 March 1976;0561088060;P16I84;Ford;2010;01 January 2012;14 January 2012;858
Sana Awwad;777559678;22 February 1971;0526580125;I16C51;Volkswagen;2012;01 January 2012;13 February 2012;5762
Mohammad Nassar;711700908;21 March 1971;0599488222;M30P21;Kia;2010;01 January 2012;20 March 2012;4898
Mohammad Ahmad;715242134;1 March 1999;0512463630;Y47I76;Audi;2012;01 January 2012;10 February 2012;5920
Salam Jamal;963682623;23 December 1986;0570287646;I34T57;Volkswagen;2012;01 January 2012;13 January 2012;1464
Oday Suleiman;196330814;16 February 1974;0578708124;N90O29;Mitsubishi;2011;01 January 2012;20 February 2012;4650
Aseel Jaber;487399086;15 December 1984;0560663374;J71Q56;Audi;2011;01 January 2012;26 January 2012;3350
Jaber Salem;957511625;;0589876680;A60T62;Kia;2011;01 January 2012;07 February 2012;2590
Razan Abdallah;398804845;10 January 1987;0594300662;F83K14;Mitsubishi;2012;01 January 2012;14 February 2012;5148
Mariam Zeyad;510094660;16 December 1990;0585825740;R95Q51;Volkswagen;2010;01 January 2012;26 February 2012;7728
Zeyad Abdullah;427077004;24 December 1995;0567700663;Q15S22;BMW;2011;01 January 2012;28 January 2012;3834
Abedlrahman Oday;275339829;2 June 1984;0511794501;X63V36;Honda;2010;01 January 2012;19 February 2012;4483
Khalid Abdullah;292164518;16 July 1987;0551954050;E67P96;Volkswagen;2010;05 January 2012;18 February 2012;5632
Mohammad Khalaf;619448535;;0540266325;A51M97;Hyundai;2011;11 January 2012;23 February 2012;3096
Abdul_Kreem Mohammad;258721382;8 October 1994;0533278385;W85P38;Mazda;2010;14 January 2012;03 February 2012;2100
Sana Tariq;446981494;2 October 1982;0574585521;I34T57;Volkswagen;2012;14 January 2012;25 February 2012;5964
Sana Khalaf;656141414;11 March 1995;0574490065;P16I84;Ford;2010;15 January 2012;16 February 2012;2528
Jaber Zeyad;506553505;2 April 1995;0526571265;S50N14;Volkswagen;2010;17 January 2012;15 February 2012;4234
Mohammad Abedlrahman;328147651;17 September 1974;0599183319;J71Q56;Audi;2011;27 January 2012;23 February 2012;3294
Sana Oday;188006329;5 March 1970;0534516279;Q15S22;BMW;2011;29 January 2012;23 March 2012;7020
Nassar Tariq;303922782;16 December 1999;0597545566;J78Y63;Ford;2010;31 January 2012;02 March 2012;2263
Zeyad Ahmad;158147637;9 September 1983;0585002947;E56H44;Volkswagen;2011;01 February 2012;20 March 2012;6624
Aseel Alzeer;127576517;20 October 1994;0578700205;W85P38;Mazda;2010;04 February 2012;16 February 2012;1260
Jamal Suleiman;787841868;2 October 1970;0536715744;A60T62;Kia;2011;08 February 2012;13 March 2012;2312
Saba Khalaf;922708321;1 May 1976;0582964467;W93Y73;Audi;2010;09 February 2012;18 April 2012;9108
Salem Oday;394874072;2 June 1989;0543022695;H92D12;Mazda;2011;10 February 2012;22 April 2012;7020
Tariq Oday;150845750;14 April 1983;0511544950;Y47I76;Audi;2012;11 February 2012;04 April 2012;7420
Salma Abedlrahman;842052441;17 June 1987;0521395538;I16C51;Volkswagen;2012;14 February 2012;21 March 2012;5760
Abdallah Nassar;113858941;17 September 1971;0549050614;S60E32;Volkswagen;2010;15 February 2012;09 March 2012;3174
Razan Mohammad;896024034;17 May 1976;0582607411;F83K14;Mitsubishi;2012;15 February 2012;28 February 2012;1540
Jaber Abdullah;616401296;11 January 1988;0532261779;S50N14;Volkswagen;2010;16 February 2012;03 May 2012;11396
Salma Tariq;761309713;6 August 1985;0521937246;P16I84;Ford;2010;17 February 2012;23 April 2012;5082
Aseel Abdullah;193248233;2 December 1997;0588629382;W85P38;Mazda;2010;17 February 2012;06 May 2012;8532
Suleiman Nassar;255822225;16 December 1981;0579711999;E67P96;Volkswagen;2010;19 February 2012;05 May 2012;10488
Mariam Jamal;606334653;15 January 2002;0590003665;S32I74;Ford;2010;20 February 2012;20 March 2012;2088
Salem Tariq;183465446;8 April 1978;0522972989;X63V36;Honda;2010;20 February 2012;04 March 2012;1267
Jamal Awwad;749787576;16 June 1999;0513590636;G28Z73;Honda;2012;21 February 2012;08 March 2012;1776
Khalid Amer;466075324;23 January 1997;0524512729;N90O29;Mitsubishi;2011;21 February 2012;06 April 2012;4927
Oday Nassar;608234468;27 June 1999;0546468526;Z58C26;Mercedes;2011;24 February 2012;19 March 2012;3312
