Jaber Mohammad;493151604;26 September 1988;0537734960;C88E27;Mazda;2012;01 January 2012;12 February 2012;4914
Khalid Khalid;857437097;1 April 1997;0570401644;C34B68;Nissan;2011;01 January 2012;09 January 2012;768
Amer Abdallah;207317811;14 November 1975;0517811062;W14R95;Mitsubishi;2012;01 January 2012;21 February 2012;4743
Haneen Jaber;448497742;1 April 1978;0581443376;D86H93;Ford;2012;01 January 2012;25 February 2012;3740
Tariq Salem;200627219;26 September 2001;0529246128;J51H93;Mazda;2010;01 January 2012;09 January 2012;732
Salam Suleiman;965327904;13 November 1977;0583246078;Y32N99;Kia;2010;01 January 2012;20 March 2012;6083
Ahmad Alzeer;719532294;16 May 1986;0582550206;S64G59;Mazda;2012;01 January 2012;21 January 2012;2070
Jamal Abdul_Kreem;237419203;28 December 2001;0550886891;H38I70;Ford;2012;01 January 2012;01 February 2012;1984
Salam Jaber;103330140;17 December 1988;0510009821;X11P50;BMW;2010;01 January 2012;01 February 2012;3782
Jamal Awwad;835127455;7 February 1985;0516225500;M91O65;Ford;2012;01 January 2012;29 January 2012;2072
Jaber Alzeer;763109591;21 May 1975;0589232404;W78A72;BMW;2011;01 January 2012;15 January 2012;1736
Amer Ahmad;346813082;3 April 1992;0552423728;C72O38;Kia;2011;01 January 2012;01 February 2012;2325
Abdallah Jaber;544476370;28 February 1997;0572586477;O96C80;Audi;2011;01 January 2012;08 February 2012;5852
Abedlrahman Khalaf;998439660;28 December 2002;0578371789;D17N99;Mazda;2011;01 January 2012;04 January 2012;328
Tariq Amer;343373682;7 August 1997;0538872337;P95N66;Volkswagen;2011;01 January 2012;07 March 2012;10560
Suleiman Jamal;828847285;7 March 1975;0533610095;Q49D88;Mazda;2010;01 January 2012;08 February 2012;4218
Haneen Nassar;474681798;27 June 1975;0518871997;L58H69;Mazda;2012;01 January 2012;07 March 2012;7425
Ahmad Nassar;205308522;6 July 1994;0574201850;F54T65;Mitsubishi;2012;01 January 2012;25 February 2012;5692
Salma Nassar;495423889;24 June 1999;0547277567;E81E63;Nissan;2012;01 January 2012;04 January 2012;288
Abdallah Abedlrahman;106247313;24 July 1975;0595001059;H82E66;Nissan;2011;01 January 2012;23 February 2012;4849
Razan Mohammad;145721135;13 March 1993;0599116268;Y79T18;Mitsubishi;2010;01 January 2012;12 February 2012;3969
Abdul_Kreem Khalid;366933887;16 November 1987;0552663752;R97X65;Audi;2011;01 January 2012;19 March 2012;12168
Abdullah Abedlrahman;454050092;29 March 2000;0558990873;W29X53;Nissan;2010;01 January 2012;08 March 2012;6733
Salma Khalaf;957620576;20 January 1984;0538923538;H77S73;Nissan;2010;01 January 2012;22 February 2012;4758
Abedlrahman Jaber;572791755;13 January 1973;0519093344;P10P12;Honda;2010;01 January 2012;20 March 2012;9243
Salma Zeyad;148303153;18 May 1993;0529763745;J89J74;Mercedes;2011;01 January 2012;01 March 2012;7440
Aseel Tariq;119533708;18 November 1975;0544956123;E47I92;Volkswagen;2011;01 January 2012;08 January 2012;854
Salam Jamal;437017735;9 February 1983;0531985956;J45G16;Honda;2011;01 January 2012;06 February 2012;3618
Abdullah Amer;460212569;4 March 1990;0535811984;A22I30;Mitsubishi;2010;01 January 2012;17 January 2012;1536
Salem Tariq;485267577;1 June 2001;0543056211;X72U82;Mazda;2012;01 January 2012;27 January 2012;2691
Oday Alzeer;949108290;28 May 2001;0539939353;D17N99;Mazda;2011;05 January 2012;30 January 2012;2250
Haneen Awwad;796823117;13 February 1988;0515491369;E81E63;Nissan;2012;05 January 2012;06 January 2012;109
Abdullah Nassar;448030746;26 January 2002;0553111902;E81E63;Nissan;2012;07 January 2012;15 January 2012;780
Saba Tariq;144283018;29 August 1980;0558690308;E47I92;Volkswagen;2011;09 January 2012;25 January 2012;2112
Mohammad Abedlrahman;155475434;20 April 1995;0585701786;C34B68;Nissan;2011;10 January 2012;07 March 2012;6583
Salam Amer;431923858;29 May 1985;0515466372;J51H93;Mazda;2010;10 January 2012;29 March 2012;7110
Salem Abdullah;622991821;8 April 1988;0521607906;W78A72;BMW;2011;16 January 2012;02 April 2012;10626
Sana Zeyad;476986596;1 November 2001;0513990314;E81E63;Nissan;2012;16 January 2012;23 January 2012;756
Zeyad Tariq;846141792;25 April 1971;0598647360;A22I30;Mitsubishi;2010;18 January 2012;21 March 2012;7182
Nassar Oday;533188704;16 December 1990;0582133432;S64G59;Mazda;2012;22 January 2012;02 February 2012;990
Salma Salem;401933019;29 June 1983;0513001043;E81E63;Nissan;2012;24 January 2012;06 March 2012;4158
Mohammad Abdallah;631416139;10 April 1995;0596733413;E47I92;Volkswagen;2011;26 January 2012;09 March 2012;6192
Nassar Ahmad;879336520;23 July 1994;0597354402;X72U82;Mazda;2012;28 January 2012;12 April 2012;7650
Suleiman Abdullah;519107608;7 September 1991;0510551167;M91O65;Ford;2012;30 January 2012;22 February 2012;1725
Jamal Tariq;111857469;8 January 1992;0553507121;D17N99;Mazda;2011;31 January 2012;18 April 2012;7956
Abdallah Suleiman;608238101;25 August 1993;0531913200;H38I70;Ford;2012;02 February 2012;02 April 2012;3660
Salem Nassar;693988631;22 June 2000;0586346807;X11P50;BMW;2010;02 February 2012;19 March 2012;7360
Khalid Oday;150638203;29 May 1975;0578973710;C72O38;Kia;2011;02 February 2012;13 April 2012;4544
Khalid Abdullah;498524718;21 April 1981;0531225755;S64G59;Mazda;;03 February 2012;18 March 2012;4026
Aseel Amer;334370964;28 April 1990;0578841089;J45G16;Honda;2011;07 February 2012;25 April 2012;9009
Nassar Abdallah;813378668;29 May 1977;0565761921;O96C80;Audi;2011;09 February 2012;25 February 2012;2272
Salem Alzeer;484268486;17 August 1992;0515195389;Q49D88;Mazda;2010;09 February 2012;28 April 2012;8176
Amer Abdullah;785115693;21 August 1981;0534101856;C88E27;Mazda;2012;13 February 2012;21 March 2012;3385
Jamal Abedlrahman;715211507;14 April 1993;0576103966;Y79T18;Mitsubishi;2010;13 February 2012;29 March 2012;5400
Amer Jamal;550040966;16 February 1985;0530347452;W14R95;Mitsubishi;2012;22 February 2012;26 March 2012;3366
Sana Abedlrahman;407111237;25 June 1997;0585314078;H77S73;Nissan;2010;23 February 2012;05 March 2012;1122
Oday Jamal;803193726;13 August 1973;0575280497;M91O65;Ford;2012;23 February 2012;13 May 2012;6240
Aseel Jamal;692880759;7 May 1980;0539526130;H82E66;Nissan;2011;24 February 2012;12 April 2012;4608
Mariam Abdallah;510711686;28 January 1970;0529307209;D86H93;Ford;2012;26 February 2012;11 May 2012;5175
Awwad Suleiman;865946034;28 February 1981;0573383301;F54T65;Mitsubishi;2012;26 February 2012;15 April 2012;5439
Awwad Abdullah;911678599;17 July 1975;0545694354;O96C80;Audi;2011;26 February 2012;13 April 2012;6862
Razan Suleiman;378937552;16 November 1997;0513371299;J89J74;Mercedes;2011;02 March 2012;03 April 2012;4160
Aseel Abdullah;114367641;14 January 1994;0540445619;H77S73;Nissan;2010;06 March 2012;18 March 2012;1422
Mariam Alzeer;687452983;2 January 1994;0572354536;E81E63;Nissan;2012;07 March 2012;03 April 2012;2713
Ahmad Mohammad;722899707;3 May 1979;0593013086;P95N66;Volkswagen;2011;08 March 2012;20 May 2012;9344
Abdallah Ahmad;786310918;16 April 1975;0550659081;L58H69;Mazda;2012;08 March 2012;26 April 2012;5806
Abdallah Oday;424526927;1 August 1975;0552114260;C34B68;Nissan;2011;08 March 2012;23 April 2012;5244
Salma Awwad;265234887;10 March 1996;0574281351;W29X53;Nissan;2010;09 March 2012;12 April 2012;3213
Abedlrahman Oday;894151950;3 September 1977;0516550966;E47I92;Volkswagen;2011;10 March 2012;13 April 2012;4080
Salem Salem;501735651;7 March 1976;0574068734;S64G59;Mazda;2012;19 March 2012;30 March 2012;1006
Suleiman Zeyad;633438691;6 March 1993;0557391185;H77S73;Nissan;2010;19 March 2012;14 April 2012;2652
Suleiman Khalid;662575018;4 November 1974;0527563463;R97X65;Audi;2011;20 March 2012;28 April 2012;6240
Mariam Abedlrahman;726236683;28 August 1971;0556989064;X11P50;BMW;2010;20 March 2012;24 March 2012;624
Abdul_Kreem Awwad;950087226;18 May 1978;0510505628;Y32N99;Kia;2010;21 March 2012;29 March 2012;576
Awwad Jaber;139635971;27 January 1997;0568085519;P10P12;Honda;2010;21 March 2012;03 June 2012;7992
Jamal Salem;689478538;14 September 2000;0534733545;A22I30;Mitsubishi;2010;22 March 2012;07 April 2012;1488
Awwad Ahmad;166960588;1 July 1984;0572327790;C88E27;Mazda;2012;22 March 2012;04 June 2012;7215
Nassar Amer;395625006;29 September 1988;0562646583;X11P50;BMW;2010;25 March 2012;14 May 2012;7300
Salma Oday;645303318;25 November 1984;0511411917;W14R95;Mitsubishi;2012;27 March 2012;11 April 2012;1642
Saba Salem;500296031;16 May 1976;0591932043;J51H93;Mazda;2010;30 March 2012;30 April 2012;3022
Salem Ahmad;946261153;4 April 1988;0586979466;Y79T18;Mitsubishi;2010;30 March 2012;06 May 2012;4273
Abdullah Khalaf;241641747;28 January 2001;0576143597;Y32N99;Kia;2010;30 March 2012;26 May 2012;3819
Abdullah Khalid;777654159;6 March 1971;0524448502;S64G59;Mazda;2012;31 March 2012;09 April 2012;810
Tariq Alzeer;131200603;28 August 1976;0565069316;W78A72;BMW;2011;03 April 2012;05 May 2012;4288
Mariam Abdullah;346243124;24 February 1974;0556487987;H38I70;Ford;2012;03 April 2012;12 June 2012;5530
Salam Salem;191195524;3 July 1971;0515999666;J89J74;Mercedes;2011;04 April 2012;20 June 2012;11396
Tariq Ahmad;374849362;29 February 1975;0544103126;E81E63;Nissan;2012;04 April 2012;30 April 2012;2769
Jaber Ahmad;415090710;1 September 1971;0514835597;A22I30;Mitsubishi;2010;08 April 2012;17 May 2012;4095
Awwad Abdallah;734183574;15 April 1986;0543367681;S64G59;Mazda;2012;10 April 2012;27 May 2012;4582
Mohammad Amer;445125909;29 June 1976;0547666385;W14R95;Mitsubishi;2012;12 April 2012;16 May 2012;3723
Nassar Abdul_Kreem;938756225;22 March 1988;0522199365;X72U82;Mazda;2012;13 April 2012;05 May 2012;2475
Suleiman Jaber;432689833;2 February 1973;0583412188;H82E66;Nissan;2011;13 April 2012;26 May 2012;4192
Khalid Amer;889766390;14 January 1998;0540286909;W29X53;Nissan;2010;13 April 2012;19 April 2012;666
Amer Mohammad;759880631;10 March 1974;0512448923;C72O38;Kia;2011;14 April 2012;23 April 2012;711
Khalid Abdul_Kreem;418272162;1 May 1980;0528233736;O96C80;Audi;2011;14 April 2012;08 May 2012;3744
Mohammad Jaber;542657395;17 October 1980;0567470235;E47I92;Volkswagen;2011;14 April 2012;01 June 2012;7200
Sana Awwad;860373332;15 March 1998;0599669483;H77S73;Nissan;2010;15 April 2012;22 June 2012;7650
Abdallah Abdullah;366137797;29 February 1997;0525326380;F54T65;Mitsubishi;2012;16 April 2012;24 June 2012;7038
Salam Abedlrahman;248570675;11 February 1997;0581957771;D17N99;Mazda;2011;19 April 2012;12 May 2012;2484
Jaber Suleiman;206224474;17 March 1997;0572473194;W29X53;Nissan;2010;20 April 2012;30 April 2012;1200
Abdullah Alzeer;340453776;15 May 1978;0530692565;C34B68;Nissan;2011;24 April 2012;06 July 2012;6898
Suleiman Khalaf;366706947;16 November 1993;0580839179;C72O38;Kia;2011;24 April 2012;28 June 2012;4680
Awwad Alzeer;946453065;5 September 1975;0570466823;J45G16;Honda;2011;26 April 2012;18 May 2012;2574
Nassar Abdullah;140158313;14 September 1995;0558612971;L58H69;Mazda;2012;27 April 2012;21 June 2012;6435
Zeyad Zeyad;887137078;7 February 1999;0579108702;Q49D88;Mazda;2010;29 April 2012;30 June 2012;6417
Abdullah Zeyad;660323600;7 December 1976;0558871607;R97X65;Audi;2011;30 April 2012;10 May 2012;1500
Razan Nassar;379578141;18 April 1990;0550124837;J51H93;Mazda;2010;01 May 2012;22 May 2012;2110
Haneen Ahmad;499385592;16 September 1976;0559566508;E81E63;Nissan;2012;01 May 2012;18 June 2012;4392
Salma Khalid;197866737;;0534819346;W29X53;Nissan;2010;01 May 2012;24 May 2012;2208
Razan Abdullah;329851818;27 April 1994;0518039395;W78A72;BMW;2011;06 May 2012;11 May 2012;720
Abdallah Amer;143138071;20 May 1974;0599393635;X72U82;Mazda;2012;06 May 2012;22 May 2012;1632
Haneen Abdullah;783220532;26 June 1982;0597857132;Y79T18;Mitsubishi;2010;07 May 2012;22 May 2012;1642
Zeyad Ahmad;990479421;8 March 1978;0596555331;O96C80;Audi;2011;09 May 2012;30 May 2012;3234
Ahmad Amer;421080299;7 February 1970;0567395320;R97X65;Audi;2011;11 May 2012;05 July 2012;6930
Mohammad Awwad;604230378;7 August 1977;0584128093;D86H93;Ford;2012;12 May 2012;11 June 2012;2190
Abdullah Suleiman;361522663;3 November 1994;0595384458;W78A72;BMW;2011;12 May 2012;26 June 2012;7200
Haneen Jamal;846883107;22 July 1980;0540339949;D17N99;Mazda;2011;13 May 2012;13 June 2012;2836
TARIQ Salem;200627219;26 September 2001;0529246128;P53K43;Hyundai;2015;27 September 2018;29 September 2018;124
Salam Zeyad;375866593;28 May 1979;0586679778;X11P50;BMW;2010;15 May 2012;22 May 2012;952
Ahmad Tariq;536898508;7 March 1980;0588847581;W14R95;Mitsubishi;2012;17 May 2012;30 July 2012;6771
Amer Khalid;870616842;20 April 1975;0540541634;A22I30;Mitsubishi;2010;18 May 2012;13 June 2012;3042
Aseel Suleiman;703942846;8 May 2000;0544367622;J45G16;Honda;2011;19 May 2012;03 August 2012;7410
Haneen Zeyad;833499742;1 October 1980;0513110074;P95N66;Volkswagen;2011;21 May 2012;05 July 2012;7020
Jamal Nassar;357547789;1 October 2000;0516007785;J51H93;Mazda;2010;23 May 2012;02 June 2012;1035
Saba Zeyad;966295423;24 August 1976;0521835536;X72U82;Mazda;2012;23 May 2012;28 July 2012;7326
Salem Amer;746596839;;0573228692;Y79T18;Mitsubishi;2010;23 May 2012;06 June 2012;1491
Khalid Mohammad;507053303;3 November 1972;0572719083;X11P50;BMW;2010;23 May 2012;29 May 2012;732
Nassar Abedlrahman;950120524;28 June 1994;0576380779;W29X53;Nissan;2010;25 May 2012;28 June 2012;3468
Mohammad Khalid;889280974;3 February 1975;0533586065;Y32N99;Kia;2010;27 May 2012;10 July 2012;2684
Khalid Jaber;913359610;29 July 2001;0552017998;H82E66;Nissan;2011;27 May 2012;01 July 2012;4095
Abdul_Kreem Jamal;641633010;1 May 1970;0557910727;S64G59;Mazda;2012;28 May 2012;09 June 2012;1260
Amer Suleiman;550757412;10 February 1980;0582209653;X11P50;BMW;2010;30 May 2012;30 June 2012;4712
Tariq Khalaf;772019092;1 January 2001;0556284335;O96C80;Audi;2011;31 May 2012;30 June 2012;3600
Jamal Amer;977718564;1 May 1992;0574637818;E47I92;Volkswagen;2011;02 June 2012;16 June 2012;1876
Sana Oday;915005088;25 February 1981;0569612551;J51H93;Mazda;2010;03 June 2012;14 August 2012;7236
Abdullah Oday;344937183;7 June 1994;0553650557;P10P12;Honda;2010;04 June 2012;07 August 2012;7680
Aseel Oday;447791266;21 December 1993;0536191850;C88E27;Mazda;2012;05 June 2012;21 July 2012;4692
Aseel Zeyad;365644925;25 August 1974;0525865528;Y79T18;Mitsubishi;2010;07 June 2012;28 July 2012;4666
Razan Amer;294286558;28 July 1989;0544915225;S64G59;Mazda;2012;10 June 2012;18 August 2012;8073
Salem Abdul_Kreem;395398642;17 May 1995;0589373562;D86H93;Ford;2012;12 June 2012;03 July 2012;1407
Salam Tariq;857286730;6 September 1999;0534189212;H38I70;Ford;2012;13 June 2012;17 July 2012;2584
Zeyad Mohammad;510803473;21 October 2002;0525652074;D17N99;Mazda;2011;14 June 2012;24 July 2012;4500
Salma Jaber;192992920;9 April 1999;0565081953;A22I30;Mitsubishi;2010;14 June 2012;06 August 2012;5724
Salem Suleiman;784528624;18 March 1984;0530865903;E47I92;Volkswagen;2011;17 June 2012;24 June 2012;994
Abedlrahman Abedlrahman;705055847;27 November 1977;0546392928;E81E63;Nissan;2012;19 June 2012;12 August 2012;5184
Amer Tariq;726995236;29 October 1980;0512774728;J89J74;Mercedes;2011;21 June 2012;30 June 2012;1278
Awwad Mohammad;410187606;10 March 1975;0579589645;L58H69;Mazda;2012;22 June 2012;01 September 2012;6390
Awwad Zeyad;588370912;16 September 1980;0578337101;H77S73;Nissan;;23 June 2012;22 July 2012;3088
Jaber Oday;246016339;9 April 1988;0570998144;F54T65;Mitsubishi;2012;25 June 2012;26 July 2012;3255
Zeyad Jamal;737761486;28 November 1995;0575386342;E47I92;Volkswagen;2011;25 June 2012;02 July 2012;980
Jaber Awwad;971756769;8 January 1990;0563371532;W78A72;BMW;2011;27 June 2012;04 September 2012;8280
Ahmad Salem;652956407;10 September 1980;0576694842;C72O38;Kia;2011;29 June 2012;23 August 2012;4235
Salam Mohammad;513146693;11 September 1992;0540479562;W29X53;Nissan;2010;29 June 2012;27 July 2012;3150
Jaber Khalaf;263572079;23 January 2001;0519354443;Q49D88;Mazda;2010;01 July 2012;29 July 2012;2772
Ahmad Khalaf;401072579;5 October 1994;0557751432;X11P50;BMW;2010;01 July 2012;25 August 2012;7150
Nassar Tariq;205557910;19 September 1980;0514813813;O96C80;Audi;2011;01 July 2012;06 August 2012;5400
Aseel Alzeer;716320270;21 April 1974;0571078894;J89J74;Mercedes;2011;01 July 2012;30 August 2012;8040
Jamal Jamal;842813055;3 March 1992;0590607536;H82E66;Nissan;2011;02 July 2012;20 August 2012;5806
Nassar Awwad;832240141;9 October 1994;0510141504;E47I92;;2011;03 July 2012;20 July 2012;2448
Abedlrahman Alzeer;603282957;22 August 1992;0544640192;D86H93;Ford;2012;04 July 2012;05 July 2012;62
Tariq Nassar;175165600;3 July 1971;0547019536;R97X65;Audi;2011;06 July 2012;22 July 2012;2304
Abdallah Nassar;580142878;;0531000598;P95N66;Volkswagen;2011;06 July 2012;07 August 2012;3904
Amer Oday;117484123;27 August 1980;0532434556;D86H93;Ford;2012;06 July 2012;09 July 2012;210
Salem Jamal;761874420;16 November 1976;0568057559;C34B68;Nissan;2011;07 July 2012;09 July 2012;201
Jaber Mohammad;493151604;26 September 1988;0537734960;D86H93;Ford;2012;10 July 2012;26 July 2012;1216
Khalid Khalid;857437097;1 April 1997;0570401644;C34B68;Nissan;2011;10 July 2012;13 September 2012;6532
Amer Abdallah;207317811;14 November 1975;0517811062;Y32N99;Kia;2010;11 July 2012;10 August 2012;2250
Haneen Jaber;448497742;1 April 1978;0581443376;H38I70;Ford;2012;18 July 2012;30 July 2012;780
Tariq Salem;200627219;26 September 2001;0529246128;E47I92;Volkswagen;2011;21 July 2012;31 August 2012;6232
Salam Suleiman;965327904;13 November 1977;0583246078;C88E27;;2012;22 July 2012;20 August 2012;3001
Ahmad Alzeer;719532294;16 May 1986;0582550206;H77S73;Nissan;2010;23 July 2012;05 August 2012;1540
Jamal Abdul_Kreem;237419203;28 December 2001;0550886891;R97X65;Audi;2011;23 July 2012;19 September 2012;7192
Salam Jaber;103330140;17 December 1988;0510009821;M91O65;Ford;2012;25 July 2012;02 August 2012;608
Jamal Awwad;835127455;7 February 1985;0516225500;D17N99;Mazda;2011;25 July 2012;06 October 2012;7008
Jaber Alzeer;763109591;21 May 1975;0589232404;F54T65;Mitsubishi;2012;27 July 2012;08 August 2012;1278
Amer Ahmad;346813082;3 April 1992;0552423728;D86H93;Ford;2012;27 July 2012;13 August 2012;1224
Abdallah Jaber;544476370;28 February 1997;0572586477;W29X53;Nissan;2010;28 July 2012;01 September 2012;4200
Abedlrahman Khalaf;998439660;28 December 2002;0578371789;X72U82;Mazda;2012;29 July 2012;08 August 2012;1110
Tariq Amer;343373682;7 August 1997;0538872337;Y79T18;Mitsubishi;2010;29 July 2012;15 October 2012;7956
tariq Alzeer;131200603;28 August 1976;0565069316;D78I81;Audi;2017;04 December 2017;14 December 2017;1500
Haneen Nassar;474681798;27 June 1975;0518871997;W14R95;Mitsubishi;2012;31 July 2012;01 August 2012;90
JAMAL Amer;977718564;1 May 1992;0574637818;M40U87;Hyundai;2014;07 September 2014;11 October 2014;2278
Salma Nassar;495423889;24 June 1999;0547277567;W14R95;Mitsubishi;2012;02 August 2012;15 August 2012;1228
Abdallah Abedlrahman;106247313;24 July 1975;0595001059;M91O65;Ford;2012;03 August 2012;19 September 2012;3478
Razan Mohammad;145721135;13 March 1993;0599116268;J45G16;Honda;2011;04 August 2012;02 September 2012;3480
Abdul_Kreem Khalid;366933887;16 November 1987;0552663752;H77S73;Nissan;2010;06 August 2012;25 October 2012;9000
Abdullah Abedlrahman;454050092;29 March 2000;0558990873;A22I30;Mitsubishi;2010;07 August 2012;30 September 2012;5751
Salma Khalaf;957620576;20 January 1984;0538923538;O96C80;Audi;2011;07 August 2012;05 October 2012;8968
Abedlrahman Jaber;572791755;13 January 1973;0519093344;P10P12;Honda;2010;08 August 2012;27 August 2012;2280
Salma Zeyad;148303153;18 May 1993;0529763745;P95N66;Volkswagen;2011;08 August 2012;23 August 2012;2100
Aseel Tariq;119533708;18 November 1975;0544956123;F54T65;Mitsubishi;2012;09 August 2012;11 September 2012;3415
Salam Jamal;437017735;9 February 1983;0531985956;X72U82;Mazda;2012;09 August 2012;09 October 2012;6771
Abdullah Amer;460212569;4 March 1990;0535811984;Y32N99;Kia;2010;11 August 2012;02 September 2012;1694
Salem Tariq;485267577;1 June 2001;0543056211;E81E63;Nissan;2012;13 August 2012;25 August 2012;1170
Oday Alzeer;949108290;28 May 2001;0539939353;D86H93;Ford;2012;14 August 2012;16 August 2012;140
Haneen Awwad;796823117;13 February 1988;0515491369;J51H93;Mazda;2010;15 August 2012;18 August 2012;310
Abdullah Nassar;448030746;26 January 2002;0553111902;W14R95;Mitsubishi;2012;16 August 2012;01 September 2012;1464
Saba Tariq;144283018;29 August 1980;0558690308;D86H93;Ford;2012;17 August 2012;23 September 2012;2590
Mohammad Abedlrahman;155475434;20 April 1995;0585701786;S64G59;Mazda;2012;19 August 2012;14 September 2012;2613
Salam Amer;431923858;29 May 1985;0515466372;J51H93;Mazda;2010;19 August 2012;02 November 2012;8437
Salem Abdullah;622991821;8 April 1988;0521607906;H82E66;Nissan;2011;21 August 2012;11 September 2012;2142
Sana Zeyad;476986596;1 November 2001;0513990314;C88E27;Mazda;2012;22 August 2012;28 September 2012;3385
Zeyad Tariq;846141792;25 April 1971;0598647360;C72O38;Kia;2011;24 August 2012;15 October 2012;4108
Nassar Oday;533188704;16 December 1990;0582133432;P95N66;Volkswagen;2011;24 August 2012;29 September 2012;4896
Salma Salem;401933019;29 June 1983;0513001043;X11P50;BMW;2010;26 August 2012;04 October 2012;4758
