Salma Abdul_Kreem;691593608;2 May 2002;0535001716;C29D71;Ford;2012;01 January 2012;11 February 2012;3116
Nassar Nassar;367613116;19 March 1971;0596657850;Q81O60;Mazda;2011;01 January 2012;20 February 2012;5625
Khalid Suleiman;850641949;7 July 1997;0524584483;M39U32;Honda;2011;01 January 2012;16 January 2012;1755
Abdullah Mohammad;959102359;2 April 2002;0562632705;X82T15;Volkswagen;;01 January 2012;24 February 2012;6696
Tariq Alzeer;980323707;24 July 1992;0577807319;H46W39;Mercedes;2011;01 January 2012;09 March 2012;10336
Jaber Abedlrahman;329057669;5 August 1973;0547547648;A89F88;Nissan;2012;01 January 2012;09 February 2012;3510
Zeyad Jamal;975501522;10 November 1983;0540396841;E71N40;Kia;2012;01 January 2012;19 March 2012;6162
Tariq Ahmad;219179434;23 February 1990;0551541328;Q92O43;Audi;2010;01 January 2012;02 March 2012;7564
Salam Abedlrahman;919853126;15 March 1984;0558810174;V25C99;Mitsubishi;2012;01 January 2012;25 January 2012;2196
Abedlrahman Abdullah;547608744;10 July 1970;0534782042;C49E16;Mazda;2010;01 January 2012;10 January 2012;823
Mariam Amer;328486525;16 September 2002;0570054248;N27Y36;BMW;2012;01 January 2012;09 January 2012;1184
Salem Jaber;117862422;18 August 1997;0575424034;K75M77;Honda;2011;01 January 2012;15 February 2012;4455
Haneen Amer;630812320;2 July 1976;0535597015;Y18B42;Nissan;2010;01 January 2012;09 January 2012;780
Haneen Khalaf;195568275;11 November 1986;0534231985;Z37L47;Audi;2010;01 January 2012;28 February 2012;8468
Mohammad Zeyad;423963751;6 November 1984;0599709168;F30J85;Audi;2011;01 January 2012;27 January 2012;3588
Oday Abedlrahman;878481180;10 June 1985;0524563107;Q91B30;Honda;2010;01 January 2012;13 March 2012;8640
Razan Khalid;511655899;4 September 1972;0591402765;B68N69;Mercedes;2012;01 January 2012;11 February 2012;6478
Haneen Abdallah;577637292;17 January 1977;0532952462;X95E65;Kia;2012;01 January 2012;16 January 2012;1170
Aseel Abdul_Kreem;548709058;28 June 1975;0512782353;U60L87;Audi;2011;01 January 2012;15 February 2012;6480
Salem Khalaf;967384302;19 August 1993;0589915185;F73E11;Audi;2011;01 January 2012;10 January 2012;1350
Jaber Awwad;804819279;8 June 1971;0596889000;N40U39;Honda;2012;01 January 2012;06 March 2012;6045
Abedlrahman Khalid;968162750;23 December 1987;0573901330;G19B34;Honda;2012;01 January 2012;06 February 2012;3888
Salam Ahmad;595230731;;0598208711;U37H24;Mitsubishi;2011;01 January 2012;02 February 2012;3552
