Jaber Ahmad;286367770;1 May 2000;0594396237;W65S90;Ford;2010;01 January 2012;04 February 2012;2040
Abdul_Kreem Alzeer;835181957;14 February 1988;0553439003;J92D72;Hyundai;2011;01 January 2012;15 February 2012;3105
Haneen Jaber;996452777;22 November 1982;0552482092;C96O76;Hyundai;2011;01 January 2012;21 February 2012;3060
Abdullah Mohammad;646039717;17 September 1995;0591907975;M17B99;Ford;2012;01 January 2012;21 February 2012;3468
Aseel Tariq;657629439;4 April 1987;0569118894;O64L90;Ford;2010;01 January 2012;07 March 2012;5082
Abdallah Tariq;364858196;9 June 1975;0516662169;X32K79;Mazda;2012;01 January 2012;31 January 2012;2790
Jamal Mohammad;338533003;2 November 1976;0566927391;W42I50;Nissan;2011;01 January 2012;21 February 2012;5049
Aseel Salem;955859579;3 August 1981;0546129763;K92H74;Volkswagen;2011;01 January 2012;15 March 2012;9472
Abdullah Nassar;560694878;14 January 2002;0523793639;X77L98;Nissan;2012;01 January 2012;25 February 2012;6022
Mariam Khalaf;645236733;2 September 2000;0567983511;B56A14;Kia;2011;01 January 2012;08 January 2012;560
Mohammad Abdul_Kreem;632433318;12 April 2000;0513092118;U42J31;Ford;2010;01 January 2012;09 February 2012;2457
Mariam Oday;520418536;24 September 1998;0578537562;D66U50;Audi;2010;01 January 2012;14 February 2012;6160
Haneen Khalaf;539197783;22 June 1999;0528379478;X93Y51;Volkswagen;2011;01 January 2012;03 January 2012;268
Abdullah Alzeer;110466642;4 July 1979;0587487157;B89X87;Kia;2011;01 January 2012;03 March 2012;4650
Khalid Awwad;507576002;9 April 1988;0526409906;W53Y72;Kia;2010;01 January 2012;06 January 2012;390
Razan Abdullah;542927119;13 February 1980;0528642194;K64J82;Nissan;2012;01 January 2012;06 February 2012;4266
Razan Jamal;168621752;21 November 1986;0512743424;B10B68;Audi;2011;01 January 2012;15 January 2012;1848
Jamal Zeyad;921460341;21 February 2001;0534584867;F15B86;Mitsubishi;2011;01 January 2012;06 January 2012;547
Jaber Nassar;208580931;21 March 1998;0561179439;Q11Y65;Mitsubishi;2012;01 January 2012;22 February 2012;4758
Mohammad Khalid;542428124;20 August 1970;0550615133;Y39Z34;BMW;2011;01 January 2012;09 February 2012;6084
Khalid Abdallah;368260187;22 December 1985;0591329378;P12S24;Audi;2011;01 January 2012;03 March 2012;7564
Jamal Khalid;854263245;14 April 1998;0585688086;I48Y32;Honda;2010;01 January 2012;29 January 2012;3276
Mariam Ahmad;741361732;9 June 1982;0546223497;W27K12;Nissan;2011;01 January 2012;09 January 2012;900
Suleiman Ahmad;899323674;7 November 1986;0552830252;J61L33;Ford;2011;01 January 2012;18 March 2012;5082
Haneen Abdul_Kreem;905683645;24 December 1991;0556456372;X97L74;Mitsubishi;2012;01 January 2012;26 January 2012;2362
Oday Awwad;724709935;9 September 2001;0540390942;O71N24;Kia;2011;01 January 2012;14 February 2012;2728
Salam Suleiman;559044791;22 March 1996;0521038451;I23P49;Mitsubishi;2012;01 January 2012;31 January 2012;3510
Ahmad Mohammad;217374079;23 September 2001;0539327063;U59H64;Volkswagen;2011;01 January 2012;07 January 2012;744
Salma Awwad;153138811;26 June 1997;0590496860;G90H40;Audi;2012;01 January 2012;10 March 2012;9660
Ahmad Abedlrahman;183493145;24 August 1978;0518053834;A65D43;Honda;2011;01 January 2012;09 January 2012;924
Oday Amer;732786825;11 April 1988;0555323151;X93Y51;Volkswagen;2011;04 January 2012;07 March 2012;9198
Abdullah Khalid;906648562;22 September 1999;0527593347;W53Y72;Kia;2010;07 January 2012;16 March 2012;4761
Salam Ahmad;634049831;1 October 1989;0540112924;F15B86;Mitsubishi;2011;07 January 2012;11 March 2012;7680
Saba Jaber;491282329;14 March 1973;0586926151;U59H64;Volkswagen;2011;08 January 2012;06 March 2012;7888
Amer Suleiman;949174747;5 August 1992;0524869704;B56A14;Kia;2011;09 January 2012;26 January 2012;1037
Sana Alzeer;324834974;2 October 1998;0564073031;W27K12;Nissan;2011;10 January 2012;11 February 2012;3216
Oday Jamal;665917210;17 February 2000;0565436832;A65D43;Honda;2011;10 January 2012;29 March 2012;8650
Salam Tariq;691850552;4 May 1981;0527294812;B10B68;Audi;2011;16 January 2012;19 March 2012;7560
Abdallah Jaber;284534510;3 March 2001;0559566861;X97L74;Mitsubishi;2012;27 January 2012;27 March 2012;5850
Awwad Abdullah;386367395;10 September 2001;0592426136;B56A14;Kia;2011;27 January 2012;13 April 2012;5698
Amer Nassar;785520572;26 December 1984;0567009427;I48Y32;Honda;2010;30 January 2012;06 March 2012;4212
Salam Jaber;382935378;15 August 1994;0596734898;X32K79;Mazda;2012;01 February 2012;29 February 2012;3066
Zeyad Oday;577268572;6 August 1981;0593067877;I23P49;Mitsubishi;2012;01 February 2012;25 March 2012;5406
Salem Abdullah;788092372;27 October 1987;0593044580;W65S90;Ford;2010;05 February 2012;03 March 2012;1809
Mariam Zeyad;362115525;19 August 1970;0594504920;K64J82;Nissan;2012;07 February 2012;09 March 2012;2976
Mohammad Jamal;947477355;10 June 1971;0587131408;U42J31;Ford;2010;10 February 2012;26 February 2012;1264
Suleiman Tariq;849009901;3 November 1998;0513355660;Y39Z34;BMW;2011;10 February 2012;24 March 2012;5504
Abdul_Kreem Abdullah;554720354;11 February 1970;0538804137;W27K12;Nissan;2011;12 February 2012;12 March 2012;3219
Tariq Tariq;422019131;23 November 1971;0533374544;D66U50;Audi;2010;15 February 2012;13 April 2012;8352
Abdullah Jaber;480588913;20 February 1994;0526889052;O71N24;Kia;2011;15 February 2012;30 April 2012;5775
Salem Abdul_Kreem;691587571;14 September 1980;0513321269;J92D72;Hyundai;2011;16 February 2012;14 April 2012;4350
Abdul_Kreem Khalid;784565547;23 November 1975;0584179070;C96O76;Hyundai;2011;22 February 2012;03 April 2012;2460
